discordance	sites	i	j
445682	5389042	QG888	SOW18
445109	5385156	QG888	SOW21
445215	5384181	QG888	SOW22
149536	5534032	QG888	TT3408
153201	5531171	QG888	TT3411
412986	5405697	QG888	TWN1772
401301	5388052	QG888	TWN1824
392942	5316273	QG888	TWN1899
412435	5406020	QG888	TWN1907
409814	5376658	QG888	TWN2919
406855	5330717	QG888	TWN3077
414196	5407182	QG888	UH1
165251	5471653	QG888	VSL2201
878302	5287797	QG888	VSL2207
876648	5282653	QG888	VSL2209
146191	5515746	QG888	VSL2210
146974	5521096	QG888	VSL2212
182989	5487700	QG888	VSL2213
171027	5489795	QG888	VSL2215
177769	5489048	QG888	VSL2216
170579	5477282	QG888	VSL2217
153719	5504539	QG888	VSL2219
156522	5472132	QG888	VT847
433297	5398668	QG888	VX34
149552	5525313	QG888	XZ1204
163664	5490279	QG888	XZ1205
161345	5500392	QG888	XZ1206
152229	5474666	QG888	XZ1207
144322	5523837	QG888	XZ1210
145892	5530330	QG888	XZ1212
146802	5531162	QG888	XZ1213
150521	5527054	QG888	XZ1731
148861	5531751	QG888	XZ1732
158900	5489092	QG888	ZZY0992
146929	5497796	QG888	ZZY1034
148898	5535082	QG888	ZZY1075
156459	5464507	QG888	ZZY1123
150762	5533657	QG888	ZZY1130
153866	5531870	QG888	ZZY405
135233	5480301	QG926	QG927
101291	5471787	QG926	QG933
80325	5496296	QG926	QG937
92721	5434110	QG926	QG945
88935	5488598	QG926	QG946
58035	5518774	QG926	QG947
60825	5485303	QG926	QG948
65569	5459712	QG926	QG952
97006	5501436	QG926	QG978
63286	5506013	QG926	QG980
70683	5523185	QG926	QG986
69383	5470818	QG926	QG991
96140	5515315	QG926	QG994
52996	5535819	QG926	QG995
40370	5523585	QG926	QG997
89332	5523186	QG926	QG998
441811	5377234	QG926	QR25
142573	5562872	QG926	QX1410
436910	5257763	QG926	QX1547
142918	5500073	QG926	QX1795
139519	5489843	QG926	QX1796
326489	5333596	QG926	QX1798
141001	5426913	QG926	QX1800
145788	5520101	QG926	QX1801
134401	5510900	QG926	QX1802
145826	5503580	QG926	QX1803
140661	5465545	QG926	QX1804
447083	5385237	QG926	SOW18
444996	5379756	QG926	SOW21
445976	5377358	QG926	SOW22
144355	5529483	QG926	TT3408
140827	5528465	QG926	TT3411
410942	5398396	QG926	TWN1772
398902	5384355	QG926	TWN1824
390369	5309956	QG926	TWN1899
410498	5397689	QG926	TWN1907
407709	5372776	QG926	TWN2919
405732	5324868	QG926	TWN3077
411479	5399802	QG926	UH1
165900	5466737	QG926	VSL2201
878148	5283191	QG926	VSL2207
875829	5278596	QG926	VSL2209
145135	5510668	QG926	VSL2210
144835	5516667	QG926	VSL2212
179869	5481213	QG926	VSL2213
171605	5484700	QG926	VSL2215
173622	5484449	QG926	VSL2216
175272	5468941	QG926	VSL2217
146555	5503512	QG926	VSL2219
138621	5475544	QG926	VT847
430983	5392228	QG926	VX34
148075	5520206	QG926	XZ1204
160723	5485949	QG926	XZ1205
156302	5495658	QG926	XZ1206
144148	5476651	QG926	XZ1207
133515	5523881	QG926	XZ1210
139902	5526886	QG926	XZ1212
141034	5519167	QG926	XZ1213
142556	5522602	QG926	XZ1731
146407	5528298	QG926	XZ1732
158302	5477580	QG926	ZZY0992
146456	5490498	QG926	ZZY1034
136027	5528883	QG926	ZZY1075
158461	5455865	QG926	ZZY1123
139163	5528208	QG926	ZZY1130
142405	5528054	QG926	ZZY405
141574	5464565	QG927	QG933
144273	5479227	QG927	QG937
145115	5423653	QG927	QG945
147184	5476429	QG927	QG946
132194	5497780	QG927	QG947
126042	5466067	QG927	QG948
124745	5438347	QG927	QG952
140703	5490501	QG927	QG978
134792	5483165	QG927	QG980
123814	5509754	QG927	QG986
129727	5455115	QG927	QG991
146466	5502877	QG927	QG994
123525	5516205	QG927	QG995
129382	5495613	QG927	QG997
138719	5512829	QG927	QG998
438761	5386525	QG927	QR25
89052	5581420	QG927	QX1410
432791	5270654	QG927	QX1547
77543	5523215	QG927	QX1795
90586	5506340	QG927	QX1796
316618	5346592	QG927	QX1798
84660	5446088	QG927	QX1800
97245	5534539	QG927	QX1801
81845	5533778	QG927	QX1802
85934	5526227	QG927	QX1803
95303	5480521	QG927	QX1804
441799	5396041	QG927	SOW18
441324	5389320	QG927	SOW21
441883	5388463	QG927	SOW22
63835	5557215	QG927	TT3408
63534	5554529	QG927	TT3411
410217	5408039	QG927	TWN1772
397974	5391361	QG927	TWN1824
389332	5318597	QG927	TWN1899
408666	5409743	QG927	TWN1907
406806	5379696	QG927	TWN2919
402982	5334762	QG927	TWN3077
410212	5406925	QG927	UH1
123300	5483076	QG927	VSL2201
877338	5291675	QG927	VSL2207
876596	5285364	QG927	VSL2209
99304	5527330	QG927	VSL2210
103086	5532659	QG927	VSL2212
154235	5495510	QG927	VSL2213
141896	5498014	QG927	VSL2215
152014	5495664	QG927	VSL2216
187637	5473907	QG927	VSL2217
91151	5522546	QG927	VSL2219
72592	5495903	QG927	VT847
427845	5400011	QG927	VX34
116320	5532514	QG927	XZ1204
139898	5495043	QG927	XZ1205
137792	5503939	QG927	XZ1206
86688	5499147	QG927	XZ1207
87119	5542994	QG927	XZ1210
88838	5546410	QG927	XZ1212
86586	5538394	QG927	XZ1213
90914	5544669	QG927	XZ1731
87152	5551891	QG927	XZ1732
182995	5477865	QG927	ZZY0992
68837	5516702	QG927	ZZY1034
59223	5557243	QG927	ZZY1075
178306	5456625	QG927	ZZY1123
59805	5557396	QG927	ZZY1130
50488	5560375	QG927	ZZY405
51085	5495709	QG933	QG937
17183	5454362	QG933	QG945
25651	5512009	QG933	QG946
97710	5496777	QG933	QG947
97013	5460059	QG933	QG948
97253	5436498	QG933	QG952
69045	5500992	QG933	QG978
97972	5481544	QG933	QG980
80121	5509909	QG933	QG986
80510	5459995	QG933	QG991
33532	5531702	QG933	QG994
102182	5509827	QG933	QG995
95690	5489842	QG933	QG997
26309	5541852	QG933	QG998
439746	5368504	QG933	QR25
141610	5549817	QG933	QX1410
432962	5250235	QG933	QX1547
146985	5488426	QG933	QX1795
141995	5477865	QG933	QX1796
327582	5324138	QG933	QX1798
146068	5412085	QG933	QX1800
147729	5507614	QG933	QX1801
138383	5499886	QG933	QX1802
143992	5492983	QG933	QX1803
141612	5453746	QG933	QX1804
442768	5374629	QG933	SOW18
441644	5370100	QG933	SOW21
442032	5369277	QG933	SOW22
141113	5519221	QG933	TT3408
144533	5516623	QG933	TT3411
411312	5390211	QG933	TWN1772
400412	5372696	QG933	TWN1824
391618	5301191	QG933	TWN1899
409940	5389834	QG933	TWN1907
408467	5362379	QG933	TWN2919
405248	5317160	QG933	TWN3077
412585	5391625	QG933	UH1
160920	5457421	QG933	VSL2201
876752	5273506	QG933	VSL2207
874766	5268058	QG933	VSL2209
138705	5501136	QG933	VSL2210
144780	5504819	QG933	VSL2212
177964	5472921	QG933	VSL2213
166797	5474868	QG933	VSL2215
174030	5473371	QG933	VSL2216
167855	5462090	QG933	VSL2217
145098	5490386	QG933	VSL2219
147742	5459034	QG933	VT847
430623	5383048	QG933	VX34
148599	5508314	QG933	XZ1204
160566	5475596	QG933	XZ1205
158184	5485277	QG933	XZ1206
147344	5461463	QG933	XZ1207
139906	5508081	QG933	XZ1210
140796	5515021	QG933	XZ1212
139037	5507940	QG933	XZ1213
146302	5510504	QG933	XZ1731
143942	5515327	QG933	XZ1732
158709	5472215	QG933	ZZY0992
143824	5482184	QG933	ZZY1034
142355	5518978	QG933	ZZY1075
153171	5449522	QG933	ZZY1123
142381	5518269	QG933	ZZY1130
147141	5516992	QG933	ZZY405
43963	5459745	QG937	QG945
42722	5512930	QG937	QG946
87770	5513065	QG937	QG947
90074	5481766	QG937	QG948
97366	5455190	QG937	QG952
81706	5505389	QG937	QG978
79816	5511749	QG937	QG980
87908	5521389	QG937	QG986
76452	5473269	QG937	QG991
62292	5532951	QG937	QG994
86456	5535785	QG937	QG995
92521	5503196	QG937	QG997
26403	5553275	QG937	QG998
442009	5384254	QG937	QR25
142659	5569250	QG937	QX1410
436007	5262049	QG937	QX1547
143447	5508328	QG937	QX1795
137209	5498726	QG937	QX1796
326399	5341014	QG937	QX1798
142596	5431861	QG937	QX1800
144826	5527176	QG937	QX1801
132761	5520536	QG937	QX1802
141668	5513177	QG937	QX1803
136187	5474553	QG937	QX1804
445693	5390278	QG937	SOW18
444250	5384928	QG937	SOW21
445407	5382659	QG937	SOW22
141177	5538727	QG937	TT3408
139837	5536433	QG937	TT3411
411003	5405606	QG937	TWN1772
400852	5390630	QG937	TWN1824
391534	5316367	QG937	TWN1899
409146	5407508	QG937	TWN1907
408223	5379982	QG937	TWN2919
406368	5333527	QG937	TWN3077
411618	5407515	QG937	UH1
164053	5476588	QG937	VSL2201
879628	5292452	QG937	VSL2207
877480	5287052	QG937	VSL2209
138543	5521442	QG937	VSL2210
141090	5526841	QG937	VSL2212
181670	5489948	QG937	VSL2213
167320	5493187	QG937	VSL2215
172727	5493853	QG937	VSL2216
168875	5478333	QG937	VSL2217
145609	5510711	QG937	VSL2219
147239	5479441	QG937	VT847
430852	5402650	QG937	VX34
146989	5526879	QG937	XZ1204
161370	5493938	QG937	XZ1205
158100	5501237	QG937	XZ1206
149492	5482319	QG937	XZ1207
135371	5528036	QG937	XZ1210
141357	5531758	QG937	XZ1212
141249	5525808	QG937	XZ1213
144988	5529975	QG937	XZ1731
140432	5535048	QG937	XZ1732
155184	5484902	QG937	ZZY0992
142861	5499064	QG937	ZZY1034
138522	5535658	QG937	ZZY1075
153871	5464119	QG937	ZZY1123
142441	5534197	QG937	ZZY1130
143260	5535427	QG937	ZZY405
9459	5471343	QG945	QG946
92839	5454133	QG945	QG947
93508	5421395	QG945	QG948
92305	5393763	QG945	QG952
66272	5455463	QG945	QG978
91052	5440513	QG945	QG980
92204	5460208	QG945	QG986
75774	5417382	QG945	QG991
23867	5490009	QG945	QG994
99468	5466656	QG945	QG995
88673	5448279	QG945	QG997
18994	5500622	QG945	QG998
436677	5326365	QG945	QR25
144033	5507028	QG945	QX1410
430147	5209027	QG945	QX1547
149417	5446083	QG945	QX1795
141440	5437043	QG945	QX1796
325405	5284058	QG945	QX1798
145711	5371804	QG945	QX1800
149225	5464005	QG945	QX1801
137264	5458167	QG945	QX1802
142493	5451225	QG945	QX1803
140944	5412706	QG945	QX1804
440008	5335332	QG945	SOW18
439062	5327910	QG945	SOW21
439107	5326854	QG945	SOW22
144213	5475797	QG945	TT3408
147628	5473603	QG945	TT3411
408471	5348367	QG945	TWN1772
397161	5333338	QG945	TWN1824
388693	5260045	QG945	TWN1899
407039	5349029	QG945	TWN1907
405692	5323419	QG945	TWN2919
402659	5279153	QG945	TWN3077
409591	5349369	QG945	UH1
162704	5416436	QG945	VSL2201
869547	5235186	QG945	VSL2207
867625	5229655	QG945	VSL2209
141588	5458757	QG945	VSL2210
144647	5463838	QG945	VSL2212
181056	5429545	QG945	VSL2213
166727	5432994	QG945	VSL2215
172377	5432567	QG945	VSL2216
167278	5422218	QG945	VSL2217
148378	5448374	QG945	VSL2219
151689	5418209	QG945	VT847
428313	5342576	QG945	VX34
149064	5465252	QG945	XZ1204
162244	5431835	QG945	XZ1205
159960	5441277	QG945	XZ1206
148143	5422638	QG945	XZ1207
140781	5464888	QG945	XZ1210
140048	5471662	QG945	XZ1212
141986	5463768	QG945	XZ1213
145943	5467634	QG945	XZ1731
143663	5472909	QG945	XZ1732
154867	5427244	QG945	ZZY0992
143136	5437596	QG945	ZZY1034
144682	5473357	QG945	ZZY1075
151807	5404508	QG945	ZZY1123
145746	5472607	QG945	ZZY1130
149730	5472487	QG945	ZZY405
89554	5514300	QG946	QG947
91774	5475785	QG946	QG948
92366	5453967	QG946	QG952
63704	5518540	QG946	QG978
93093	5498103	QG946	QG980
87427	5521208	QG946	QG986
74409	5480198	QG946	QG991
32118	5547255	QG946	QG994
94457	5528091	QG946	QG995
86324	5508564	QG946	QG997
25284	5558711	QG946	QG998
440999	5382695	QG946	QR25
144595	5565107	QG946	QX1410
435019	5264734	QG946	QX1547
150494	5502982	QG946	QX1795
141505	5493390	QG946	QX1796
328539	5337901	QG946	QX1798
146588	5427067	QG946	QX1800
149940	5523341	QG946	QX1801
138721	5515255	QG946	QX1802
145635	5508728	QG946	QX1803
141150	5468650	QG946	QX1804
444475	5388914	QG946	SOW18
443742	5384373	QG946	SOW21
443881	5383508	QG946	SOW22
147476	5533482	QG946	TT3408
148684	5531056	QG946	TT3411
412272	5404662	QG946	TWN1772
400542	5388012	QG946	TWN1824
392560	5318744	QG946	TWN1899
410950	5406218	QG946	TWN1907
409521	5376828	QG946	TWN2919
406193	5330639	QG946	TWN3077
413612	5406403	QG946	UH1
166359	5470670	QG946	VSL2201
878456	5287863	QG946	VSL2207
876746	5282437	QG946	VSL2209
144687	5514822	QG946	VSL2210
147349	5520497	QG946	VSL2212
182385	5486409	QG946	VSL2213
169900	5489125	QG946	VSL2215
173964	5488824	QG946	VSL2216
168538	5476997	QG946	VSL2217
150025	5504350	QG946	VSL2219
154703	5471818	QG946	VT847
432672	5397675	QG946	VX34
150151	5524470	QG946	XZ1204
163838	5489919	QG946	XZ1205
161727	5499174	QG946	XZ1206
151703	5474922	QG946	XZ1207
141893	5523703	QG946	XZ1210
142637	5529877	QG946	XZ1212
143747	5522208	QG946	XZ1213
147876	5526171	QG946	XZ1731
145471	5530979	QG946	XZ1732
155813	5487793	QG946	ZZY0992
146283	5498219	QG946	ZZY1034
146719	5533596	QG946	ZZY1075
153941	5464319	QG946	ZZY1123
149332	5532265	QG946	ZZY1130
153112	5531042	QG946	ZZY405
51020	5511021	QG947	QG948
60994	5478597	QG947	QG952
96392	5522548	QG947	QG978
73521	5525188	QG947	QG980
60683	5550085	QG947	QG986
66604	5495076	QG947	QG991
95533	5542185	QG947	QG994
39540	5563018	QG947	QG995
62140	5533688	QG947	QG997
90768	5551526	QG947	QG998
442943	5398015	QG947	QR25
146027	5582560	QG947	QX1410
436721	5275244	QG947	QX1547
137467	5522555	QG947	QX1795
133397	5510829	QG947	QX1796
325588	5354514	QG947	QX1798
139206	5444546	QG947	QX1800
139125	5544719	QG947	QX1801
135033	5531750	QG947	QX1802
145651	5526803	QG947	QX1803
138841	5483260	QG947	QX1804
445791	5404770	QG947	SOW18
445273	5400469	QG947	SOW21
446213	5398849	QG947	SOW22
141760	5552993	QG947	TT3408
134328	5552787	QG947	TT3411
411243	5422299	QG947	TWN1772
400574	5405961	QG947	TWN1824
393833	5330788	QG947	TWN1899
409913	5422309	QG947	TWN1907
408494	5394170	QG947	TWN2919
405337	5345761	QG947	TWN3077
412074	5423343	QG947	UH1
164843	5488821	QG947	VSL2201
880638	5305214	QG947	VSL2207
879236	5300560	QG947	VSL2209
145848	5532679	QG947	VSL2210
142489	5539206	QG947	VSL2212
179436	5504696	QG947	VSL2213
172981	5507328	QG947	VSL2215
173468	5507224	QG947	VSL2216
174899	5490588	QG947	VSL2217
140424	5526107	QG947	VSL2219
134231	5495085	QG947	VT847
432400	5414407	QG947	VX34
143117	5545997	QG947	XZ1204
162676	5507888	QG947	XZ1205
158754	5518473	QG947	XZ1206
139080	5496807	QG947	XZ1207
126424	5546453	QG947	XZ1210
137829	5550545	QG947	XZ1212
132223	5543588	QG947	XZ1213
137458	5548344	QG947	XZ1731
141277	5552181	QG947	XZ1732
161656	5502923	QG947	ZZY0992
140818	5514895	QG947	ZZY1034
131510	5555082	QG947	ZZY1075
160666	5480876	QG947	ZZY1123
133999	5552500	QG947	ZZY1130
138331	5551534	QG947	ZZY405
44197	5447908	QG948	QG952
100955	5484999	QG948	QG978
60969	5490457	QG948	QG980
50284	5513479	QG948	QG986
57728	5461613	QG948	QG991
97314	5500292	QG948	QG994
53252	5524216	QG948	QG995
51955	5497380	QG948	QG997
89354	5509537	QG948	QG998
437794	5364634	QG948	QR25
136653	5546622	QG948	QX1410
433060	5246644	QG948	QX1547
125628	5491048	QG948	QX1795
124573	5479980	QG948	QX1796
323075	5321569	QG948	QX1798
128349	5416003	QG948	QX1800
132706	5509390	QG948	QX1801
121527	5500115	QG948	QX1802
132430	5492609	QG948	QX1803
126152	5456161	QG948	QX1804
442393	5369909	QG948	SOW18
440841	5364736	QG948	SOW21
442274	5362457	QG948	SOW22
134791	5516604	QG948	TT3408
129115	5518158	QG948	TT3411
408509	5384784	QG948	TWN1772
397869	5370982	QG948	TWN1824
388784	5298356	QG948	TWN1899
407710	5385483	QG948	TWN1907
406271	5359700	QG948	TWN2919
403793	5313080	QG948	TWN3077
409020	5386917	QG948	UH1
158508	5455065	QG948	VSL2201
876005	5270180	QG948	VSL2207
874963	5265830	QG948	VSL2209
133505	5499347	QG948	VSL2210
130736	5506351	QG948	VSL2212
173381	5468914	QG948	VSL2213
163895	5471825	QG948	VSL2215
164404	5473843	QG948	VSL2216
174641	5456674	QG948	VSL2217
129331	5492324	QG948	VSL2219
128849	5462874	QG948	VT847
428695	5379120	QG948	VX34
137765	5508976	QG948	XZ1204
150590	5476730	QG948	XZ1205
149181	5485184	QG948	XZ1206
130239	5465975	QG948	XZ1207
117953	5511716	QG948	XZ1210
126602	5515676	QG948	XZ1212
124300	5508005	QG948	XZ1213
127883	5513736	QG948	XZ1731
129079	5518741	QG948	XZ1732
165871	5464386	QG948	ZZY0992
129671	5481801	QG948	ZZY1034
126602	5517752	QG948	ZZY1075
162515	5444280	QG948	ZZY1123
131526	5515626	QG948	ZZY1130
129094	5517138	QG948	ZZY405
93416	5465957	QG952	QG978
58625	5476632	QG952	QG980
63197	5485902	QG952	QG986
60338	5442621	QG952	QG991
98452	5474809	QG952	QG994
58597	5499834	QG952	QG995
55486	5475951	QG952	QG997
91858	5484594	QG952	QG998
438385	5339622	QG952	QR25
135556	5521278	QG952	QX1410
433068	5225457	QG952	QX1547
125806	5464614	QG952	QX1795
128381	5452985	QG952	QX1796
322809	5296748	QG952	QX1798
130811	5390789	QG952	QX1800
133284	5482971	QG952	QX1801
122879	5474474	QG952	QX1802
131840	5467494	QG952	QX1803
129210	5428451	QG952	QX1804
442507	5344781	QG952	SOW18
441017	5341828	QG952	SOW21
441889	5339358	QG952	SOW22
130281	5490834	QG952	TT3408
127336	5490627	QG952	TT3411
408267	5361074	QG952	TWN1772
396915	5346864	QG952	TWN1824
389650	5281621	QG952	TWN1899
406917	5363261	QG952	TWN1907
405456	5335056	QG952	TWN2919
403249	5289367	QG952	TWN3077
408620	5363155	QG952	UH1
153376	5430996	QG952	VSL2201
872944	5247774	QG952	VSL2207
871435	5242719	QG952	VSL2209
130579	5473015	QG952	VSL2210
126045	5479673	QG952	VSL2212
173861	5443839	QG952	VSL2213
161388	5447069	QG952	VSL2215
167293	5446907	QG952	VSL2216
177670	5430216	QG952	VSL2217
129424	5466279	QG952	VSL2219
122206	5436837	QG952	VT847
427237	5355834	QG952	VX34
136194	5483572	QG952	XZ1204
151667	5450096	QG952	XZ1205
149972	5457707	QG952	XZ1206
125532	5438781	QG952	XZ1207
116550	5486446	QG952	XZ1210
125253	5489515	QG952	XZ1212
121116	5482567	QG952	XZ1213
128407	5485681	QG952	XZ1731
127337	5490300	QG952	XZ1732
165373	5439942	QG952	ZZY0992
129185	5456983	QG952	ZZY1034
122350	5492787	QG952	ZZY1075
160993	5422381	QG952	ZZY1123
124044	5492399	QG952	ZZY1130
128673	5490713	QG952	ZZY405
103608	5508090	QG978	QG980
100770	5528437	QG978	QG986
92114	5484745	QG978	QG991
71929	5543270	QG978	QG994
104865	5536210	QG978	QG995
97229	5519696	QG978	QG997
71333	5548752	QG978	QG998
442553	5393936	QG978	QR25
144881	5577110	QG978	QX1410
436344	5275273	QG978	QX1547
147499	5513774	QG978	QX1795
146026	5501696	QG978	QX1796
329550	5346761	QG978	QX1798
146550	5439951	QG978	QX1800
150920	5534626	QG978	QX1801
143398	5522977	QG978	QX1802
151638	5517459	QG978	QX1803
141505	5479956	QG978	QX1804
446127	5398922	QG978	SOW18
445137	5394421	QG978	SOW21
445496	5393231	QG978	SOW22
149757	5542938	QG978	TT3408
147405	5542483	QG978	TT3411
412687	5414806	QG978	TWN1772
402881	5398697	QG978	TWN1824
395304	5329348	QG978	TWN1899
412632	5415888	QG978	TWN1907
410011	5386895	QG978	TWN2919
407127	5340110	QG978	TWN3077
414148	5416485	QG978	UH1
163079	5482082	QG978	VSL2201
880425	5297423	QG978	VSL2207
878078	5292728	QG978	VSL2209
147141	5523258	QG978	VSL2210
145768	5533797	QG978	VSL2212
176080	5498834	QG978	VSL2213
167433	5501807	QG978	VSL2215
170363	5500285	QG978	VSL2216
181160	5485231	QG978	VSL2217
148619	5516529	QG978	VSL2219
149111	5484612	QG978	VT847
434226	5407991	QG978	VX34
146252	5535191	QG978	XZ1204
158268	5501109	QG978	XZ1205
156276	5510621	QG978	XZ1206
143805	5489715	QG978	XZ1207
141001	5535740	QG978	XZ1210
145622	5539314	QG978	XZ1212
144672	5533301	QG978	XZ1213
148038	5537854	QG978	XZ1731
149262	5540667	QG978	XZ1732
170298	5494724	QG978	ZZY0992
149999	5506306	QG978	ZZY1034
147251	5544044	QG978	ZZY1075
167589	5470103	QG978	ZZY1123
147276	5543724	QG978	ZZY1130
152980	5541194	QG978	ZZY405
75539	5532881	QG980	QG986
60219	5484877	QG980	QG991
93102	5527310	QG980	QG994
65924	5547261	QG980	QG995
67873	5519260	QG980	QG997
93983	5535290	QG980	QG998
443215	5388012	QG980	QR25
145673	5571828	QG980	QX1410
438369	5263810	QG980	QX1547
140104	5511084	QG980	QX1795
133419	5499081	QG980	QX1796
327999	5341661	QG980	QX1798
135807	5434153	QG980	QX1800
142842	5530982	QG980	QX1801
128685	5521622	QG980	QX1802
138197	5515321	QG980	QX1803
134347	5472962	QG980	QX1804
448047	5393753	QG980	SOW18
446968	5389931	QG980	SOW21
448024	5387692	QG980	SOW22
138491	5541460	QG980	TT3408
134894	5541500	QG980	TT3411
412298	5409797	QG980	TWN1772
400743	5395240	QG980	TWN1824
392448	5320756	QG980	TWN1899
412423	5410906	QG980	TWN1907
410208	5382316	QG980	TWN2919
407186	5335576	QG980	TWN3077
413978	5410923	QG980	UH1
160452	5480154	QG980	VSL2201
879564	5295533	QG980	VSL2207
877109	5290696	QG980	VSL2209
134403	5525281	QG980	VSL2210
139444	5529937	QG980	VSL2212
176157	5495428	QG980	VSL2213
164065	5498245	QG980	VSL2215
172168	5497004	QG980	VSL2216
179356	5480186	QG980	VSL2217
137416	5516747	QG980	VSL2219
132122	5485858	QG980	VT847
432576	5405077	QG980	VX34
140039	5535615	QG980	XZ1204
154907	5500066	QG980	XZ1205
152311	5508137	QG980	XZ1206
140234	5485361	QG980	XZ1207
131013	5533358	QG980	XZ1210
134974	5537861	QG980	XZ1212
132426	5532284	QG980	XZ1213
136905	5535740	QG980	XZ1731
139650	5540141	QG980	XZ1732
167072	5487490	QG980	ZZY0992
137238	5503119	QG980	ZZY1034
130395	5542382	QG980	ZZY1075
165195	5467941	QG980	ZZY1123
132459	5541636	QG980	ZZY1130
134740	5540913	QG980	ZZY405
61184	5505318	QG986	QG991
100288	5545386	QG986	QG994
55813	5566651	QG986	QG995
62083	5541994	QG986	QG997
89587	5556651	QG986	QG998
441879	5408102	QG986	QR25
131850	5597826	QG986	QX1410
435711	5284408	QG986	QX1547
122599	5536443	QG986	QX1795
123859	5522815	QG986	QX1796
326517	5363628	QG986	QX1798
130966	5455797	QG986	QX1800
129063	5555665	QG986	QX1801
117934	5546180	QG986	QX1802
132436	5540836	QG986	QX1803
125963	5497221	QG986	QX1804
445665	5413848	QG986	SOW18
443951	5410863	QG986	SOW21
445550	5408603	QG986	SOW22
126357	5568271	QG986	TT3408
122649	5569622	QG986	TT3411
412776	5430920	QG986	TWN1772
400206	5413090	QG986	TWN1824
390760	5339734	QG986	TWN1899
411935	5430056	QG986	TWN1907
410195	5402596	QG986	TWN2919
407606	5353985	QG986	TWN3077
413397	5432003	QG986	UH1
152792	5501207	QG986	VSL2201
881146	5313375	QG986	VSL2207
880192	5308433	QG986	VSL2209
130437	5545820	QG986	VSL2210
132664	5551433	QG986	VSL2212
172066	5516112	QG986	VSL2213
162193	5519002	QG986	VSL2215
166464	5517653	QG986	VSL2216
177772	5501094	QG986	VSL2217
122334	5540785	QG986	VSL2219
127461	5506896	QG986	VT847
432549	5424018	QG986	VX34
136877	5557309	QG986	XZ1204
153081	5520664	QG986	XZ1205
149892	5531199	QG986	XZ1206
129892	5507853	QG986	XZ1207
116555	5558329	QG986	XZ1210
128325	5565604	QG986	XZ1212
124155	5556909	QG986	XZ1213
125647	5561191	QG986	XZ1731
130398	5566916	QG986	XZ1732
165712	5511994	QG986	ZZY0992
124910	5531537	QG986	ZZY1034
120921	5571692	QG986	ZZY1075
161821	5489825	QG986	ZZY1123
122937	5567623	QG986	ZZY1130
126388	5565022	QG986	ZZY405
88174	5498464	QG991	QG994
66151	5509950	QG991	QG995
72001	5486360	QG991	QG997
74284	5508918	QG991	QG998
436714	5358897	QG991	QR25
133010	5542940	QG991	QX1410
433587	5245873	QG991	QX1547
129071	5482754	QG991	QX1795
127414	5470343	QG991	QX1796
322263	5315295	QG991	QX1798
130089	5407412	QG991	QX1800
132582	5501899	QG991	QX1801
117630	5493716	QG991	QX1802
132057	5485418	QG991	QX1803
126449	5446988	QG991	QX1804
441950	5363736	QG991	SOW18
441002	5360409	QG991	SOW21
442113	5357929	QG991	SOW22
127190	5511244	QG991	TT3408
126269	5510991	QG991	TT3411
407542	5380144	QG991	TWN1772
397303	5364018	QG991	TWN1824
389768	5302527	QG991	TWN1899
406247	5382678	QG991	TWN1907
404714	5353257	QG991	TWN2919
402533	5305564	QG991	TWN3077
408636	5382149	QG991	UH1
148527	5449399	QG991	VSL2201
874956	5263972	QG991	VSL2207
873173	5258540	QG991	VSL2209
123750	5496901	QG991	VSL2210
131822	5499052	QG991	VSL2212
170755	5463085	QG991	VSL2213
155140	5466944	QG991	VSL2215
163846	5466495	QG991	VSL2216
175281	5451300	QG991	VSL2217
128238	5486468	QG991	VSL2219
129986	5453260	QG991	VT847
427865	5373656	QG991	VX34
138018	5501472	QG991	XZ1204
147154	5470295	QG991	XZ1205
145313	5479092	QG991	XZ1206
134758	5456655	QG991	XZ1207
122150	5502797	QG991	XZ1210
127439	5508561	QG991	XZ1212
121536	5502943	QG991	XZ1213
128955	5506624	QG991	XZ1731
129093	5511300	QG991	XZ1732
163354	5461413	QG991	ZZY0992
130960	5476467	QG991	ZZY1034
125787	5511991	QG991	ZZY1075
159486	5440521	QG991	ZZY1123
127764	5510890	QG991	ZZY1130
130265	5509436	QG991	ZZY405
102945	5552331	QG994	QG995
95148	5534130	QG994	QG997
38634	5582895	QG994	QG998
444158	5408103	QG994	QR25
151996	5591596	QG994	QX1410
437475	5284816	QG994	QX1547
153714	5527854	QG994	QX1795
143267	5517961	QG994	QX1796
330191	5362426	QG994	QX1798
148317	5449465	QG994	QX1800
153115	5549465	QG994	QX1801
141139	5539883	QG994	QX1802
147165	5533992	QG994	QX1803
142845	5492149	QG994	QX1804
447387	5414388	QG994	SOW18
446873	5409789	QG994	SOW21
447085	5408777	QG994	SOW22
149992	5560568	QG994	TT3408
152234	5558559	QG994	TT3411
414242	5431959	QG994	TWN1772
403378	5413958	QG994	TWN1824
394867	5339603	QG994	TWN1899
413843	5431595	QG994	TWN1907
411296	5402756	QG994	TWN2919
408338	5355605	QG994	TWN3077
415688	5433001	QG994	UH1
166465	5497571	QG994	VSL2201
881747	5313628	QG994	VSL2207
880557	5308005	QG994	VSL2209
149304	5541635	QG994	VSL2210
147227	5547599	QG994	VSL2212
182713	5514296	QG994	VSL2213
170545	5516302	QG994	VSL2215
177338	5515321	QG994	VSL2216
